artist,date,rank
Rascal Flatts,2017-06-24,69
Sia,2017-06-24,70
Big Sean,2017-06-24,71
Luke Bryan,2017-06-24,72
Kygo,2017-06-24,73
Chris Brown,2017-06-24,74
Jason Derulo,2017-06-24,75
Jason Aldean,2017-06-24,76
Camila Cabello,2017-06-24,77
Jon Pardi,2017-06-24,78
Darius Rucker,2017-06-24,79
Dan Auerbach,2017-06-24,80
Liam Payne,2017-06-24,81
Bleachers,2017-06-24,82
J. Cole,2017-06-24,83
French Montana,2017-06-24,84
Miranda Lambert,2017-06-24,85
Nicki Minaj,2017-06-24,86
Train,2017-06-24,87
Dierks Bentley,2017-06-24,88
Lady Antebellum,2017-06-24,89
Old Dominion,2017-06-24,90
Cole Swindell,2017-06-24,91
Journey,2017-06-24,92
Carrie Underwood,2017-06-24,93
A Boogie Wit da Hoodie,2017-06-24,94
KYLE,2017-06-24,95
Flogging Molly,2017-06-24,96
Playboi Carti,2017-06-24,97
Midland,2017-06-24,98
Clean Bandit,2017-06-24,99
Lynyrd Skynyrd,2017-06-24,100
Bruno Mars,2017-06-17,1
Kendrick Lamar,2017-06-17,2
Bryson Tiller,2017-06-17,3
Ed Sheeran,2017-06-17,4
The Beatles,2017-06-17,5
Justin Bieber,2017-06-17,6
Drake,2017-06-17,7
Chris Stapleton,2017-06-17,8
Shawn Mendes,2017-06-17,9
The Chainsmokers,2017-06-17,10
Imagine Dragons,2017-06-17,11
Future,2017-06-17,12
Harry Styles,2017-06-17,13
Shakira,2017-06-17,14
DJ Khaled,2017-06-17,15
Sam Hunt,2017-06-17,16
Migos,2017-06-17,17
Alessia Cara,2017-06-17,18
The Weeknd,2017-06-17,19
Lil Yachty,2017-06-17,20
Halsey,2017-06-17,21
Lil Uzi Vert,2017-06-17,22
Miley Cyrus,2017-06-17,23
Post Malone,2017-06-17,24
James Arthur,2017-06-17,25
Luis Fonsi,2017-06-17,26
Niall Horan,2017-06-17,27
Daddy Yankee,2017-06-17,28
Brett Young,2017-06-17,29
Julia Michaels,2017-06-17,30
Rihanna,2017-06-17,31
Linkin Park,2017-06-17,32
Selena Gomez,2017-06-17,33
Zac Brown Band,2017-06-17,34
Eminem,2017-06-17,35
BTS,2017-06-17,36
Gucci Mane,2017-06-17,37
Adele,2017-06-17,38
Katy Perry,2017-06-17,39
Lady Gaga,2017-06-17,40
Metallica,2017-06-17,41
Childish Gambino,2017-06-17,42
twenty one pilots,2017-06-17,43
The Allman Brothers Band,2017-06-17,44
Maroon 5,2017-06-17,45
Keith Urban,2017-06-17,46
Travis Scott,2017-06-17,47
Charlie Puth,2017-06-17,48
Florida Georgia Line,2017-06-17,49
Coldplay,2017-06-17,50
Zedd,2017-06-17,51
Khalid,2017-06-17,52
Kodak Black,2017-06-17,53
Rascal Flatts,2017-06-17,54
Taylor Swift,2017-06-17,55
Ariana Grande,2017-06-17,56
Justin Timberlake,2017-06-17,57
Maluma,2017-06-17,58
Calvin Harris,2017-06-17,59
Michael Jackson,2017-06-17,60
Blake Shelton,2017-06-17,61
Thomas Rhett,2017-06-17,62
Quavo,2017-06-17,63
Big Sean,2017-06-17,64
Chris Brown,2017-06-17,65
Nicki Minaj,2017-06-17,66
Kygo,2017-06-17,67
Luke Combs,2017-06-17,68
Rae Sremmurd,2017-06-17,69
Jason Aldean,2017-06-17,70
Camila Cabello,2017-06-17,71
Sia,2017-06-17,72
Luke Bryan,2017-06-17,73
Jason Derulo,2017-06-17,74
J. Cole,2017-06-17,75
Darius Rucker,2017-06-17,76
Logic,2017-06-17,77
Dierks Bentley,2017-06-17,78
French Montana,2017-06-17,79
Jon Pardi,2017-06-17,80
Beyonce,2017-06-17,81
KYLE,2017-06-17,82
Russ,2017-06-17,83
Train,2017-06-17,84
Soundgarden,2017-06-17,85
Miranda Lambert,2017-06-17,86
Nicky Jam,2017-06-17,87
Clean Bandit,2017-06-17,88
Lady Antebellum,2017-06-17,89
Martin Garrix,2017-06-17,90
Old Dominion,2017-06-17,91
Liam Payne,2017-06-17,92
A Boogie Wit da Hoodie,2017-06-17,93
Lynyrd Skynyrd,2017-06-17,94
Cole Swindell,2017-06-17,95
Shaggy 2 Dope,2017-06-17,96
Ayo &amp; Teo,2017-06-17,97
Panic! At The Disco,2017-06-17,98
Journey,2017-06-17,99
Machine Gun Kelly,2017-06-17,100
Linkin Park,2017-06-10,1
Kendrick Lamar,2017-06-10,2
Bruno Mars,2017-06-10,3
Ed Sheeran,2017-06-10,4
Drake,2017-06-10,5
Harry Styles,2017-06-10,6
Chris Stapleton,2017-06-10,7
BTS,2017-06-10,8
The Chainsmokers,2017-06-10,9
Justin Bieber,2017-06-10,10
Future,2017-06-10,11
Imagine Dragons,2017-06-10,12
Shawn Mendes,2017-06-10,13
Soundgarden,2017-06-10,14
Rascal Flatts,2017-06-10,15
DJ Khaled,2017-06-10,16
Alessia Cara,2017-06-10,17
Migos,2017-06-10,18
Lauren Duski,2017-06-10,19
Sam Hunt,2017-06-10,20
Selena Gomez,2017-06-10,21
The Weeknd,2017-06-10,22
Zac Brown Band,2017-06-10,23
Katy Perry,2017-06-10,24
Lil Uzi Vert,2017-06-10,25
Rihanna,2017-06-10,26
Miley Cyrus,2017-06-10,27
James Arthur,2017-06-10,28
Julia Michaels,2017-06-10,29
Ariana Grande,2017-06-10,30
Halsey,2017-06-10,31
Metallica,2017-06-10,32
Brett Young,2017-06-10,33
Post Malone,2017-06-10,34
Daddy Yankee,2017-06-10,35
Luis Fonsi,2017-06-10,36
Adele,2017-06-10,37
Maroon 5,2017-06-10,38
Lady Gaga,2017-06-10,39
twenty one pilots,2017-06-10,40
Chris Blue,2017-06-10,41
Camila Cabello,2017-06-10,42
Blink-182,2017-06-10,43
Childish Gambino,2017-06-10,44
Audioslave,2017-06-10,45
Papa Roach,2017-06-10,46
Eminem,2017-06-10,47
Zedd,2017-06-10,48
Charlie Puth,2017-06-10,49
Kodak Black,2017-06-10,50
Niall Horan,2017-06-10,51
Keith Urban,2017-06-10,52
Coldplay,2017-06-10,53
Khalid,2017-06-10,54
Florida Georgia Line,2017-06-10,55
Nicki Minaj,2017-06-10,56
Travis Scott,2017-06-10,57
Justin Timberlake,2017-06-10,58
Liam Payne,2017-06-10,59
Chris Cornell,2017-06-10,60
Kygo,2017-06-10,61
Taylor Swift,2017-06-10,62
Luke Combs,2017-06-10,63
Calvin Harris,2017-06-10,64
Quavo,2017-06-10,65
Maluma,2017-06-10,66
Big Sean,2017-06-10,67
Blake Shelton,2017-06-10,68
Thomas Rhett,2017-06-10,69
Beyonce,2017-06-10,70
Rae Sremmurd,2017-06-10,71
Machine Gun Kelly,2017-06-10,72
Darius Rucker,2017-06-10,73
Michael Jackson,2017-06-10,74
Dierks Bentley,2017-06-10,75
Chris Brown,2017-06-10,76
Paramore,2017-06-10,77
Shakira,2017-06-10,78
Gucci Mane,2017-06-10,79
Logic,2017-06-10,80
Jason Aldean,2017-06-10,81
J. Cole,2017-06-10,82
Russ,2017-06-10,83
The Notorious B.I.G.,2017-06-10,84
Lady Antebellum,2017-06-10,85
Jason Derulo,2017-06-10,86
Sia,2017-06-10,87
KYLE,2017-06-10,88
Lil Yachty,2017-06-10,89
Jon Pardi,2017-06-10,90
XXXTENTACION,2017-06-10,91
Train,2017-06-10,92
Clean Bandit,2017-06-10,93
Luke Bryan,2017-06-10,94
Mary J. Blige,2017-06-10,95
French Montana,2017-06-10,96
Mandisa,2017-06-10,97
A Boogie Wit da Hoodie,2017-06-10,98
Gorillaz,2017-06-10,99
Hailee Steinfeld,2017-06-10,100
Harry Styles,2017-06-03,1
Zac Brown Band,2017-06-03,2
Kendrick Lamar,2017-06-03,3
Bruno Mars,2017-06-03,4
Ed Sheeran,2017-06-03,5
Chris Stapleton,2017-06-03,6
Drake,2017-06-03,7
The Chainsmokers,2017-06-03,8
Justin Bieber,2017-06-03,9
Future,2017-06-03,10
Shawn Mendes,2017-06-03,11
Imagine Dragons,2017-06-03,12
Paramore,2017-06-03,13
BTS,2017-06-03,14
Miley Cyrus,2017-06-03,15
Machine Gun Kelly,2017-06-03,16
DJ Khaled,2017-06-03,17
Migos,2017-06-03,18
The Weeknd,2017-06-03,19
Sam Hunt,2017-06-03,20
Rihanna,2017-06-03,21
Lil Uzi Vert,2017-06-03,22
Alessia Cara,2017-06-03,23
James Arthur,2017-06-03,24
Selena Gomez,2017-06-03,25
Maroon 5,2017-06-03,26
Soundgarden,2017-06-03,27
Julia Michaels,2017-06-03,28
Adele,2017-06-03,29
Post Malone,2017-06-03,30
Katy Perry,2017-06-03,31
Seether,2017-06-03,32
Metallica,2017-06-03,33
New Kids On The Block,2017-06-03,34
Brett Young,2017-06-03,35
Lady Gaga,2017-06-03,36
Niall Horan,2017-06-03,37
Halsey,2017-06-03,38
Luis Fonsi,2017-06-03,39
Maluma,2017-06-03,40
Daddy Yankee,2017-06-03,41
Coldplay,2017-06-03,42
Calvin Harris,2017-06-03,43
Khalid,2017-06-03,44
twenty one pilots,2017-06-03,45
Keith Urban,2017-06-03,46
Kodak Black,2017-06-03,47
Eminem,2017-06-03,48
Logic,2017-06-03,49
Linkin Park,2017-06-03,50
Justin Timberlake,2017-06-03,51
Travis Scott,2017-06-03,52
Charlie Puth,2017-06-03,53
Florida Georgia Line,2017-06-03,54
Chris Brown,2017-06-03,55
Zedd,2017-06-03,56
Childish Gambino,2017-06-03,57
Big Sean,2017-06-03,58
Rae Sremmurd,2017-06-03,59
Luke Combs,2017-06-03,60
Thomas Rhett,2017-06-03,61
Taylor Swift,2017-06-03,62
Kygo,2017-06-03,63
Blake Shelton,2017-06-03,64
Shakira,2017-06-03,65
Darius Rucker,2017-06-03,66
Audioslave,2017-06-03,67
KYLE,2017-06-03,68
Michael Jackson,2017-06-03,69
Russ,2017-06-03,70
Jason Aldean,2017-06-03,71
Gucci Mane,2017-06-03,72
J. Cole,2017-06-03,73
Dierks Bentley,2017-06-03,74
Clean Bandit,2017-06-03,75
Quavo,2017-06-03,76
Train,2017-06-03,77
Sia,2017-06-03,78
Bryson Tiller,2017-06-03,79
Luke Bryan,2017-06-03,80
Lauren Duski,2017-06-03,81
Jon Pardi,2017-06-03,82
Ariana Grande,2017-06-03,83
Liam Payne,2017-06-03,84
Lady Antebellum,2017-06-03,85
Jason Derulo,2017-06-03,86
Lil Yachty,2017-06-03,87
Mary J. Blige,2017-06-03,88
Brantley Gilbert,2017-06-03,89
Nicki Minaj,2017-06-03,90
Gorillaz,2017-06-03,91
Meghan Trainor,2017-06-03,92
Chris Blue,2017-06-03,93
Rag'n'Bone Man,2017-06-03,94
Brett Eldredge,2017-06-03,95
Chris Cornell,2017-06-03,96
Panic! At The Disco,2017-06-03,97
Fleetwood Mac,2017-06-03,98
Carrie Underwood,2017-06-03,99
Cole Swindell,2017-06-03,100
Chris Stapleton,2017-05-27,1
Logic,2017-05-27,2
Kendrick Lamar,2017-05-27,3
Bruno Mars,2017-05-27,4
Ed Sheeran,2017-05-27,5
Drake,2017-05-27,6
The Chainsmokers,2017-05-27,7
BTS,2017-05-27,8
Future,2017-05-27,9
Justin Bieber,2017-05-27,10
Imagine Dragons,2017-05-27,11
Shawn Mendes,2017-05-27,12
The Weeknd,2017-05-27,13
DJ Khaled,2017-05-27,14
Migos,2017-05-27,15
Sam Hunt,2017-05-27,16
Lil Uzi Vert,2017-05-27,17
Alessia Cara,2017-05-27,18
Gorillaz,2017-05-27,19
Harry Styles,2017-05-27,20
Rihanna,2017-05-27,21
Halsey,2017-05-27,22
Russ,2017-05-27,23
James Arthur,2017-05-27,24
Grateful Dead,2017-05-27,25
Lady Gaga,2017-05-27,26
Adele,2017-05-27,27
Post Malone,2017-05-27,28
Maroon 5,2017-05-27,29
Julia Michaels,2017-05-27,30
Niall Horan,2017-05-27,31
Brett Young,2017-05-27,32
Coldplay,2017-05-27,33
Metallica,2017-05-27,34
twenty one pilots,2017-05-27,35
Khalid,2017-05-27,36
Kodak Black,2017-05-27,37
Selena Gomez,2017-05-27,38
Diana Krall,2017-05-27,39
Daddy Yankee,2017-05-27,40
Keith Urban,2017-05-27,41
Luis Fonsi,2017-05-27,42
Miley Cyrus,2017-05-27,43
Big Sean,2017-05-27,44
Katy Perry,2017-05-27,45
Travis Scott,2017-05-27,46
Charlie Puth,2017-05-27,47
Justin Timberlake,2017-05-27,48
Florida Georgia Line,2017-05-27,49
Taylor Swift,2017-05-27,50
Rae Sremmurd,2017-05-27,51
KYLE,2017-05-27,52
Mary J. Blige,2017-05-27,53
Zedd,2017-05-27,54
Luke Combs,2017-05-27,55
Blake Shelton,2017-05-27,56
Kygo,2017-05-27,57
Calvin Harris,2017-05-27,58
Childish Gambino,2017-05-27,59
Thomas Rhett,2017-05-27,60
Clean Bandit,2017-05-27,61
Eminem,2017-05-27,62
Linkin Park,2017-05-27,63
Nicki Minaj,2017-05-27,64
Jason Aldean,2017-05-27,65
Motionless In White,2017-05-27,66
J. Cole,2017-05-27,67
Beyonce,2017-05-27,68
Gucci Mane,2017-05-27,69
Chris Brown,2017-05-27,70
Dierks Bentley,2017-05-27,71
Darius Rucker,2017-05-27,72
Zac Brown Band,2017-05-27,73
Quavo,2017-05-27,74
Train,2017-05-27,75
Lil Yachty,2017-05-27,76
Ariana Grande,2017-05-27,77
Sia,2017-05-27,78
Jon Pardi,2017-05-27,79
Maluma,2017-05-27,80
Luke Bryan,2017-05-27,81
Mac DeMarco,2017-05-27,82
Shakira,2017-05-27,83
Michael Jackson,2017-05-27,84
Kelsea Ballerini,2017-05-27,85
At The Drive-In,2017-05-27,86
Zayn,2017-05-27,87
Brantley Gilbert,2017-05-27,88
Rag'n'Bone Man,2017-05-27,89
Jason Derulo,2017-05-27,90
Fleetwood Mac,2017-05-27,91
Maren Morris,2017-05-27,92
Carrie Underwood,2017-05-27,93
Machine Gun Kelly,2017-05-27,94
Rascal Flatts,2017-05-27,95
A Boogie Wit da Hoodie,2017-05-27,96
Josh Turner,2017-05-27,97
MercyMe,2017-05-27,98
Cole Swindell,2017-05-27,99
J Balvin,2017-05-27,100
Kendrick Lamar,2017-05-20,1
Gorillaz,2017-05-20,2
Ed Sheeran,2017-05-20,3
Bruno Mars,2017-05-20,4
Drake,2017-05-20,5
Mary J. Blige,2017-05-20,6
The Chainsmokers,2017-05-20,7
DJ Khaled,2017-05-20,8
Future,2017-05-20,9
BTS,2017-05-20,10
The Weeknd,2017-05-20,11
Justin Bieber,2017-05-20,12
Shawn Mendes,2017-05-20,13
Imagine Dragons,2017-05-20,14
Rihanna,2017-05-20,15
Migos,2017-05-20,16
Sam Hunt,2017-05-20,17
Willie Nelson,2017-05-20,18
Alessia Cara,2017-05-20,19
Lil Uzi Vert,2017-05-20,20
Selena Gomez,2017-05-20,21
Harry Styles,2017-05-20,22
James Arthur,2017-05-20,23
Adele,2017-05-20,24
Maroon 5,2017-05-20,25
Julia Michaels,2017-05-20,26
Metallica,2017-05-20,27
twenty one pilots,2017-05-20,28
Lady Gaga,2017-05-20,29
John Mellencamp,2017-05-20,30
Keith Urban,2017-05-20,31
Coldplay,2017-05-20,32
Niall Horan,2017-05-20,33
Halsey,2017-05-20,34
Post Malone,2017-05-20,35
Kodak Black,2017-05-20,36
Brett Young,2017-05-20,37
Katy Perry,2017-05-20,38
Khalid,2017-05-20,39
Kygo,2017-05-20,40
Travis Scott,2017-05-20,41
Chris Stapleton,2017-05-20,42
Daddy Yankee,2017-05-20,43
Luis Fonsi,2017-05-20,44
Beyonce,2017-05-20,45
Big Sean,2017-05-20,46
Florida Georgia Line,2017-05-20,47
Taylor Swift,2017-05-20,48
Justin Timberlake,2017-05-20,49
KYLE,2017-05-20,50
Wale,2017-05-20,51
Rae Sremmurd,2017-05-20,52
Fall Out Boy,2017-05-20,53
J. Cole,2017-05-20,54
Zedd,2017-05-20,55
Eminem,2017-05-20,56
Clean Bandit,2017-05-20,57
Luke Combs,2017-05-20,58
Calvin Harris,2017-05-20,59
Jason Aldean,2017-05-20,60
Nicki Minaj,2017-05-20,61
Thomas Rhett,2017-05-20,62
Blake Shelton,2017-05-20,63
Lea Michele,2017-05-20,64
Childish Gambino,2017-05-20,65
Chris Brown,2017-05-20,66
Lil Yachty,2017-05-20,67
Grateful Dead,2017-05-20,68
Michael Jackson,2017-05-20,69
Quavo,2017-05-20,70
Charlie Puth,2017-05-20,71
Jon Pardi,2017-05-20,72
Ariana Grande,2017-05-20,73
Dierks Bentley,2017-05-20,74
Gucci Mane,2017-05-20,75
Sia,2017-05-20,76
Kelsea Ballerini,2017-05-20,77
Brad Paisley,2017-05-20,78
New Found Glory,2017-05-20,79
Sylvan Esso,2017-05-20,80
Darius Rucker,2017-05-20,81
Little Big Town,2017-05-20,82
Luke Bryan,2017-05-20,83
Machine Gun Kelly,2017-05-20,84
Zayn,2017-05-20,85
Train,2017-05-20,86
Brantley Gilbert,2017-05-20,87
Josh Turner,2017-05-20,88
OneRepublic,2017-05-20,89
Maluma,2017-05-20,90
Logic,2017-05-20,91
Linkin Park,2017-05-20,92
Journey,2017-05-20,93
Hailee Steinfeld,2017-05-20,94
Jason Derulo,2017-05-20,95
Nirvana,2017-05-20,96
Shakira,2017-05-20,97
MercyMe,2017-05-20,98
Panic! At The Disco,2017-05-20,99
Carlene Carter,2017-05-20,100
Kendrick Lamar,2017-05-13,1
Ed Sheeran,2017-05-13,2
Bruno Mars,2017-05-13,3
Drake,2017-05-13,4
The Chainsmokers,2017-05-13,5
The Weeknd,2017-05-13,6
Future,2017-05-13,7
Incubus,2017-05-13,8
Shawn Mendes,2017-05-13,9
Justin Bieber,2017-05-13,10
Rihanna,2017-05-13,11
Sam Hunt,2017-05-13,12
Migos,2017-05-13,13
Lady Gaga,2017-05-13,14
Alessia Cara,2017-05-13,15
Barry Manilow,2017-05-13,16
Lil Uzi Vert,2017-05-13,17
Adele,2017-05-13,18
Brad Paisley,2017-05-13,19
twenty one pilots,2017-05-13,20
James Arthur,2017-05-13,21
Maroon 5,2017-05-13,22
Julia Michaels,2017-05-13,23
Metallica,2017-05-13,24
Keith Urban,2017-05-13,25
BTS,2017-05-13,26
Kodak Black,2017-05-13,27
Post Malone,2017-05-13,28
Imagine Dragons,2017-05-13,29
Selena Gomez,2017-05-13,30
Big Sean,2017-05-13,31
Khalid,2017-05-13,32
blackbear,2017-05-13,33
Brett Young,2017-05-13,34
Katy Perry,2017-05-13,35
Harry Styles,2017-05-13,36
Coldplay,2017-05-13,37
Sheryl Crow,2017-05-13,38
Chris Stapleton,2017-05-13,39
Florida Georgia Line,2017-05-13,40
Halsey,2017-05-13,41
Travis Scott,2017-05-13,42
Taylor Swift,2017-05-13,43
Daddy Yankee,2017-05-13,44
Beyonce,2017-05-13,45
Bee Gees,2017-05-13,46
KYLE,2017-05-13,47
Ariana Grande,2017-05-13,48
Charlie Puth,2017-05-13,49
Luis Fonsi,2017-05-13,50
Rae Sremmurd,2017-05-13,51
Clean Bandit,2017-05-13,52
J. Cole,2017-05-13,53
John Mayer,2017-05-13,54
Jason Aldean,2017-05-13,55
Justin Timberlake,2017-05-13,56
Zedd,2017-05-13,57
Sia,2017-05-13,58
Prince,2017-05-13,59
Thomas Rhett,2017-05-13,60
Eminem,2017-05-13,61
Zayn,2017-05-13,62
Kygo,2017-05-13,63
Calvin Harris,2017-05-13,64
Blake Shelton,2017-05-13,65
Michael Jackson,2017-05-13,66
Childish Gambino,2017-05-13,67
Chris Brown,2017-05-13,68
Luke Bryan,2017-05-13,69
Luke Combs,2017-05-13,70
Jon Pardi,2017-05-13,71
Lil Yachty,2017-05-13,72
DJ Khaled,2017-05-13,73
Gucci Mane,2017-05-13,74
Josh Turner,2017-05-13,75
Dierks Bentley,2017-05-13,76
Brantley Gilbert,2017-05-13,77
David Bowie,2017-05-13,78
6LACK,2017-05-13,79
Linkin Park,2017-05-13,80
Zac Brown Band,2017-05-13,81
Miranda Lambert,2017-05-13,82
Panic! At The Disco,2017-05-13,83
Pentatonix,2017-05-13,84
Marian Hill,2017-05-13,85
Maluma,2017-05-13,86
Kelsea Ballerini,2017-05-13,87
Kehlani,2017-05-13,88
Train,2017-05-13,89
Machine Gun Kelly,2017-05-13,90
AC/DC,2017-05-13,91
Shakira,2017-05-13,92
Jason Derulo,2017-05-13,93
Gorillaz,2017-05-13,94
Nicki Minaj,2017-05-13,95
Lana Del Rey,2017-05-13,96
Nicky Jam,2017-05-13,97
John Legend,2017-05-13,98
Bon Jovi,2017-05-13,99
Quavo,2017-05-13,100
Kendrick Lamar,2017-05-06,1
Ed Sheeran,2017-05-06,2
John Mayer,2017-05-06,3
Bruno Mars,2017-05-06,4
Drake,2017-05-06,5
The Chainsmokers,2017-05-06,6
Future,2017-05-06,7
Lady Gaga,2017-05-06,8
The Weeknd,2017-05-06,9
Shawn Mendes,2017-05-06,10
Rihanna,2017-05-06,11
Alessia Cara,2017-05-06,12
Sam Hunt,2017-05-06,13
Migos,2017-05-06,14
Maroon 5,2017-05-06,15
Justin Bieber,2017-05-06,16
twenty one pilots,2017-05-06,17
Lil Uzi Vert,2017-05-06,18
Harry Styles,2017-05-06,19
Adele,2017-05-06,20
Kodak Black,2017-05-06,21
Julia Michaels,2017-05-06,22
Big Sean,2017-05-06,23
James Arthur,2017-05-06,24
Post Malone,2017-05-06,25
Keith Urban,2017-05-06,26
Katy Perry,2017-05-06,27
Metallica,2017-05-06,28
Coldplay,2017-05-06,29
Khalid,2017-05-06,30
Bee Gees,2017-05-06,31
Imagine Dragons,2017-05-06,32
Taylor Swift,2017-05-06,33
Zedd,2017-05-06,34
Selena Gomez,2017-05-06,35
Florida Georgia Line,2017-05-06,36
KYLE,2017-05-06,37
Brett Young,2017-05-06,38
Travis Scott,2017-05-06,39
Rae Sremmurd,2017-05-06,40
Ariana Grande,2017-05-06,41
Chris Stapleton,2017-05-06,42
J. Cole,2017-05-06,43
Jason Aldean,2017-05-06,44
Luis Fonsi,2017-05-06,45
Luke Bryan,2017-05-06,46
Clean Bandit,2017-05-06,47
Halsey,2017-05-06,48
Lil Yachty,2017-05-06,49
Thomas Rhett,2017-05-06,50
Eminem,2017-05-06,51
Panic! At The Disco,2017-05-06,52
BTS,2017-05-06,53
Blake Shelton,2017-05-06,54
Jon Pardi,2017-05-06,55
Justin Timberlake,2017-05-06,56
Chris Brown,2017-05-06,57
Pentatonix,2017-05-06,58
Beyonce,2017-05-06,59
Gucci Mane,2017-05-06,60
Josh Turner,2017-05-06,61
Nicki Minaj,2017-05-06,62
Marian Hill,2017-05-06,63
Calvin Harris,2017-05-06,64
Prince,2017-05-06,65
Sia,2017-05-06,66
Linkin Park,2017-05-06,67
Luke Combs,2017-05-06,68
Dierks Bentley,2017-05-06,69
Childish Gambino,2017-05-06,70
Kygo,2017-05-06,71
Lorde,2017-05-06,72
Brantley Gilbert,2017-05-06,73
Zayn,2017-05-06,74
Michael Jackson,2017-05-06,75
Auli'i Cravalho,2017-05-06,76
Carrie Underwood,2017-05-06,77
Kelsea Ballerini,2017-05-06,78
Train,2017-05-06,79
Kehlani,2017-05-06,80
AC/DC,2017-05-06,81
Jason Derulo,2017-05-06,82
Quavo,2017-05-06,83
Miranda Lambert,2017-05-06,84
DJ Khaled,2017-05-06,85
Daddy Yankee,2017-05-06,86
Flo Rida,2017-05-06,87
Playboi Carti,2017-05-06,88
Meghan Trainor,2017-05-06,89
Machine Gun Kelly,2017-05-06,90
John Legend,2017-05-06,91
MercyMe,2017-05-06,92
Little Big Town,2017-05-06,93
Shakira,2017-05-06,94
Kenny Chesney,2017-05-06,95
Daft Punk,2017-05-06,96
Cole Swindell,2017-05-06,97
Russ,2017-05-06,98
A Boogie Wit da Hoodie,2017-05-06,99
P!nk,2017-05-06,100
The Chainsmokers,2017-04-29,1
Ed Sheeran,2017-04-29,2
Drake,2017-04-29,3
Bruno Mars,2017-04-29,4
Harry Styles,2017-04-29,5
Kendrick Lamar,2017-04-29,6
Future,2017-04-29,7
Pentatonix,2017-04-29,8
The Weeknd,2017-04-29,9
Rihanna,2017-04-29,10
Metallica,2017-04-29,11
Sam Hunt,2017-04-29,12
Migos,2017-04-29,13
Maroon 5,2017-04-29,14
Kodak Black,2017-04-29,15
Alessia Cara,2017-04-29,16
Adele,2017-04-29,17
Joey Bada$$,2017-04-29,18
Shawn Mendes,2017-04-29,19
twenty one pilots,2017-04-29,20
Father John Misty,2017-04-29,21
Big Sean,2017-04-29,22
Keith Urban,2017-04-29,23
Katy Perry,2017-04-29,24
Lil Uzi Vert,2017-04-29,25
Julia Michaels,2017-04-29,26
Justin Bieber,2017-04-29,27
Ariana Grande,2017-04-29,28
BTS,2017-04-29,29
James Arthur,2017-04-29,30
Coldplay,2017-04-29,31
Lady Gaga,2017-04-29,32
Florida Georgia Line,2017-04-29,33
Halsey,2017-04-29,34
Clean Bandit,2017-04-29,35
Khalid,2017-04-29,36
Taylor Swift,2017-04-29,37
Selena Gomez,2017-04-29,38
Brett Young,2017-04-29,39
Imagine Dragons,2017-04-29,40
KYLE,2017-04-29,41
Jason Aldean,2017-04-29,42
Post Malone,2017-04-29,43
Rae Sremmurd,2017-04-29,44
Thomas Rhett,2017-04-29,45
Bethel Music,2017-04-29,46
Miranda Lambert,2017-04-29,47
Luke Bryan,2017-04-29,48
Beyonce,2017-04-29,49
Justin Timberlake,2017-04-29,50
Marian Hill,2017-04-29,51
Jon Pardi,2017-04-29,52
Travis Scott,2017-04-29,53
Panic! At The Disco,2017-04-29,54
J. Cole,2017-04-29,55
Calvin Harris,2017-04-29,56
Eminem,2017-04-29,57
Chris Brown,2017-04-29,58
MercyMe,2017-04-29,59
Sia,2017-04-29,60
Gucci Mane,2017-04-29,61
Zedd,2017-04-29,62
Tech N9ne,2017-04-29,63
Zayn,2017-04-29,64
Lorde,2017-04-29,65
Josh Turner,2017-04-29,66
Blake Shelton,2017-04-29,67
Meghan Trainor,2017-04-29,68
Dierks Bentley,2017-04-29,69
Michael Jackson,2017-04-29,70
Carrie Underwood,2017-04-29,71
Brantley Gilbert,2017-04-29,72
Little Big Town,2017-04-29,73
Lil Yachty,2017-04-29,74
The New Pornographers,2017-04-29,75
Childish Gambino,2017-04-29,76
Kygo,2017-04-29,77
The Maine,2017-04-29,78
Kelsea Ballerini,2017-04-29,79
Gorillaz,2017-04-29,80
Luke Combs,2017-04-29,81
Train,2017-04-29,82
Falling In Reverse,2017-04-29,83
Shakira,2017-04-29,84
Linkin Park,2017-04-29,85
DJ Khaled,2017-04-29,86
Daft Punk,2017-04-29,87
Jason Derulo,2017-04-29,88
John Legend,2017-04-29,89
Chris Stapleton,2017-04-29,90
Nicki Minaj,2017-04-29,91
Joey Feek,2017-04-29,92
Rick Ross,2017-04-29,93
Kevin Gates,2017-04-29,94
Rascal Flatts,2017-04-29,95
Cole Swindell,2017-04-29,96
XXXTENTACION,2017-04-29,97
Reba McEntire,2017-04-29,98
Trey Songz,2017-04-29,99
P!nk,2017-04-29,100
Ed Sheeran,2017-04-22,1
Drake,2017-04-22,2
Bruno Mars,2017-04-22,3
Kendrick Lamar,2017-04-22,4
The Chainsmokers,2017-04-22,5
Kodak Black,2017-04-22,6
The Weeknd,2017-04-22,7
Future,2017-04-22,8
Keith Urban,2017-04-22,9
Mastodon,2017-04-22,10
Sam Hunt,2017-04-22,11
Rihanna,2017-04-22,12
Miranda Lambert,2017-04-22,13
Shawn Mendes,2017-04-22,14
MercyMe,2017-04-22,15
Adele,2017-04-22,16
Migos,2017-04-22,17
Metallica,2017-04-22,18
Alessia Cara,2017-04-22,19
twenty one pilots,2017-04-22,20
Ariana Grande,2017-04-22,21
Big Sean,2017-04-22,22
Luke Bryan,2017-04-22,23
Maroon 5,2017-04-22,24
Katy Perry,2017-04-22,25
Thomas Rhett,2017-04-22,26
